,Name,Repository URL,Release Name,Release URL
194,react-dom-factories,https://github.com/facebook/react,v16.9.0-rc.0,https://github.com/facebook/react/releases/tag/v16.9.0-rc.0
195,react-dom-factories,https://github.com/facebook/react,v16.9.0-alpha.0,https://github.com/facebook/react/releases/tag/v16.9.0-alpha.0
196,react-dom-factories,https://github.com/facebook/react,v16.8.6,https://github.com/facebook/react/releases/tag/v16.8.6
197,react-dom-factories,https://github.com/facebook/react,v16.8.5,https://github.com/facebook/react/releases/tag/v16.8.5
198,react-dom-factories,https://github.com/facebook/react,v16.8.4,https://github.com/facebook/react/releases/tag/v16.8.4
199,react-dom-factories,https://github.com/facebook/react,v16.8.3,https://github.com/facebook/react/releases/tag/v16.8.3
200,react-dom-factories,https://github.com/facebook/react,v16.8.2,https://github.com/facebook/react/releases/tag/v16.8.2
201,react-dom-factories,https://github.com/facebook/react,v16.8.1,https://github.com/facebook/react/releases/tag/v16.8.1
202,react-dom-factories,https://github.com/facebook/react,v16.8.0,https://github.com/facebook/react/releases/tag/v16.8.0
203,react-dom-factories,https://github.com/facebook/react,v16.7.0,https://github.com/facebook/react/releases/tag/v16.7.0
204,react-dom-factories,https://github.com/facebook/react,v16.6.3,https://github.com/facebook/react/releases/tag/v16.6.3
205,react-dom-factories,https://github.com/facebook/react,v16.6.1,https://github.com/facebook/react/releases/tag/v16.6.1
206,react-dom-factories,https://github.com/facebook/react,v16.6.0,https://github.com/facebook/react/releases/tag/v16.6.0
207,react-dom-factories,https://github.com/facebook/react,v16.5.2,https://github.com/facebook/react/releases/tag/v16.5.2
208,react-dom-factories,https://github.com/facebook/react,v16.5.1,https://github.com/facebook/react/releases/tag/v16.5.1
209,react-dom-factories,https://github.com/facebook/react,v16.5.0,https://github.com/facebook/react/releases/tag/v16.5.0
210,react-dom,https://github.com/facebook/react,v17.0.2,https://github.com/facebook/react/releases/tag/v17.0.2
211,react-dom,https://github.com/facebook/react,v17.0.1,https://github.com/facebook/react/releases/tag/v17.0.1
212,react-dom,https://github.com/facebook/react,v17.0.0,https://github.com/facebook/react/releases/tag/v17.0.0
213,react-dom,https://github.com/facebook/react,v16.14.0,https://github.com/facebook/react/releases/tag/v16.14.0
214,react-dom,https://github.com/facebook/react,0.14.10,https://github.com/facebook/react/releases/tag/0.14.10
215,react-dom,https://github.com/facebook/react,v15.7.0,https://github.com/facebook/react/releases/tag/v15.7.0
216,react-dom,https://github.com/facebook/react,v16.13.1,https://github.com/facebook/react/releases/tag/v16.13.1
217,react-dom,https://github.com/facebook/react,v16.13.0,https://github.com/facebook/react/releases/tag/v16.13.0
