id, name, version, is_ok, num_vuln, critical, high, medium, low
1195, @tarojs/utils, v3.2.1, True
1196, swiper, v7.2.0, True
1197, formik, formik-native@2.1.17, error, Couldn't find the requested package or version
1198, formik, formik@2.2.9, error, Couldn't find the requested package or version
1199, formik, formik@2.2.8, error, Couldn't find the requested package or version
1200, formik, formik-native@2.1.16, error, Couldn't find the requested package or version
1201, formik, formik-native@2.1.15, error, Couldn't find the requested package or version
1202, formik, formik@2.2.7, error, Couldn't find the requested package or version
1203, formik, formik-native@2.1.14, error, Couldn't find the requested package or version
1204, formik, formik@2.2.6, error, Couldn't find the requested package or version
1205, formik, formik@3.0.0-next.8, error, Couldn't find the requested package or version
1206, formik, formik-native@2.1.10-next.8, error, Couldn't find the requested package or version
1207, formik, formik@3.0.0-next.7, error, Couldn't find the requested package or version
1208, formik, formik-native@2.1.10-next.7, error, Couldn't find the requested package or version
1209, formik, formik-native@2.1.10-next.6, error, Couldn't find the requested package or version
1210, formik, formik@3.0.0-next.6, error, Couldn't find the requested package or version
1211, formik, formik-native@2.1.10-next.5, error, Couldn't find the requested package or version
1212, formik, formik@3.0.0-next.5, error, Couldn't find the requested package or version
1213, formik, formik@3.0.0-next.4, error, Couldn't find the requested package or version
1214, formik, formik-native@2.1.10-next.4, error, Couldn't find the requested package or version
1215, formik, formik-native@2.1.10-next.3, error, Couldn't find the requested package or version
1216, formik, formik@3.0.0-next.3, error, Couldn't find the requested package or version
1217, formik, formik-native@2.1.13, error, Couldn't find the requested package or version
1218, formik, formik@2.2.5, error, Couldn't find the requested package or version
1219, formik, formik-native@2.1.12, error, Couldn't find the requested package or version
1220, formik, formik@2.2.4, error, Couldn't find the requested package or version
1221, formik, formik@3.0.0-next.2, error, Couldn't find the requested package or version
1222, formik, formik-native@2.1.10-next.2, error, Couldn't find the requested package or version
1223, formik, formik@2.2.3, error, Couldn't find the requested package or version
1224, formik, formik-native@2.1.11, error, Couldn't find the requested package or version
1225, formik, formik-native@2.1.10, error, Couldn't find the requested package or version
1226, formik, formik@2.2.2, error, Couldn't find the requested package or version
1227, rethinkdb, v2.4.1, True
1228, rethinkdb, v2.4.0, True
1229, rethinkdb, v2.3.6, error, Couldn't find the requested package or version
1230, rethinkdb, v2.3.5, error, Couldn't find the requested package or version
1231, rethinkdb, v2.3.4, error, Couldn't find the requested package or version
1232, rethinkdb, v2.3.3, True
1233, rethinkdb, v2.3.2, True
1234, rethinkdb, v2.3.1, True
1235, rethinkdb, v2.3.0, True
1236, rethinkdb, v2.2.6, error, Couldn't find the requested package or version
1237, rethinkdb, v2.2.5, error, Couldn't find the requested package or version
1238, rethinkdb, v2.2.4, error, Couldn't find the requested package or version
1239, rethinkdb, v2.1.6, error, Couldn't find the requested package or version
1240, rethinkdb, v2.2.3-1, error, Couldn't find the requested package or version
1241, rethinkdb, v2.2.2, True
1242, rethinkdb, v2.2.1, True
1243, rethinkdb, v2.2.0, True
1244, rethinkdb, v2.1.5-2, error, Couldn't find the requested package or version
1245, rethinkdb, v2.1.4, error, Couldn't find the requested package or version
1246, rethinkdb, v2.1.3, error, Couldn't find the requested package or version
1247, rethinkdb, v2.0.5, error, Couldn't find the requested package or version
1248, rethinkdb, v2.1.2, error, Couldn't find the requested package or version
1249, rethinkdb, v2.1.1, True
